,index,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
49,Dominican Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.33,22.0,25.7,348.0,359.0,594.0,620.0,627.0,917.0,986.0,1030.0,1070.0,1110.0,1040.0,1030.0,1240.0,1250.0,1750.0,1550.0,1670.0,1570.0,2350.0,2650.0,3110.0,3520.0,4670.0,5960.0,6410.0,6340.0,6330.0,5600.0,5430.0,6790.0,6430.0,6140.0,6310.0,7870.0,7400.0,7250.0,8130.0,9700.0,9750.0,10300.0,9160.0,9960.0,10800.0,11700.0,12400.0,15800.0,17200.0,17900.0,18300.0,18400.0,19600.0,19600.0,21100.0,21300.0,18100.0,18400.0,19400.0,20800.0,20300.0,19800.0,20600.0,21300.0,21500.0,21000.0,21600.0,23600.0,24700.0,24400.0,24900.0
50,Ecuador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7,25.7,25.7,25.7,25.7,25.7,36.7,44.0,69.7,91.7,235.0,473.0,601.0,678.0,766.0,711.0,726.0,733.0,785.0,876.0,975.0,1030.0,1070.0,1090.0,730.0,1050.0,1060.0,1330.0,1230.0,1100.0,1160.0,1290.0,1300.0,741.0,704.0,895.0,821.0,964.0,1200.0,1300.0,1130.0,1320.0,1290.0,1760.0,1650.0,1560.0,1800.0,2140.0,2280.0,2420.0,2590.0,3120.0,3590.0,4280.0,4220.0,4590.0,5260.0,6090.0,7360.0,8110.0,7480.0,10400.0,12200.0,13400.0,16700.0,19300.0,19500.0,21200.0,19400.0,15200.0,15000.0,17200.0,20200.0,16700.0,16400.0,22200.0,24100.0,13500.0,22700.0,24000.0,18200.0,22300.0,21400.0,20600.0,23000.0,24800.0,26800.0,28800.0,30000.0,28500.0,31600.0,33400.0,35500.0,35900.0,35900.0,31900.0,40700.0,45500.0,42700.0,40600.0,39600.0,41900.0
51,Egypt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,84.3,40.3,308.0,91.7,180.0,422.0,865.0,689.0,455.0,561.0,532.0,469.0,499.0,554.0,532.0,568.0,869.0,924.0,1020.0,1010.0,953.0,873.0,825.0,748.0,730.0,689.0,880.0,2230.0,3030.0,3960.0,3840.0,4110.0,4360.0,4360.0,4230.0,4420.0,6160.0,7470.0,10200.0,10600.0,10900.0,10800.0,11700.0,10700.0,9960.0,11900.0,13700.0,12700.0,16000.0,17100.0,18600.0,21500.0,25500.0,27600.0,26600.0,19700.0,22900.0,19700.0,21700.0,23000.0,25500.0,23800.0,26100.0,31100.0,34500.0,37800.0,39300.0,42900.0,45200.0,50900.0,56500.0,57000.0,63800.0,63900.0,74500.0,74700.0,74400.0,72000.0,75300.0,77400.0,80000.0,92400.0,84600.0,95000.0,93600.0,108000.0,122000.0,125000.0,140000.0,124000.0,126000.0,147000.0,149000.0,165000.0,176000.0,186000.0,195000.0,203000.0,199000.0,214000.0,215000.0,210000.0,223000.0,219000.0,233000.0,237000.0,239000.0
52,El Salvador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,323.0,389.0,418.0,469.0,462.0,528.0,598.0,598.0,605.0,619.0,583.0,649.0,1130.0,1230.0,1040.0,1300.0,1160.0,1260.0,1190.0,1430.0,1510.0,1680.0,1970.0,1970.0,2110.0,2210.0,2280.0,2380.0,2380.0,2120.0,1820.0,1750.0,1890.0,1590.0,1970.0,1970.0,2420.0,2440.0,2550.0,2480.0,3160.0,3320.0,3980.0,4520.0,5000.0,4420.0,5420.0,5740.0,5590.0,5680.0,5860.0,6080.0,6440.0,6260.0,6300.0,6720.0,6850.0,6410.0,6320.0,6320.0,6510.0,6510.0,6100.0,6170.0,6740.0,7060.0,7040.0,7140.0
53,Equatorial Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,29.3,36.7,36.7,33.0,47.7,47.7,22.0,22.0,22.0,25.7,25.7,29.3,25.7,25.7,29.3,44.0,36.7,66.0,88.0,29.3,51.3,62.3,62.3,62.3,69.7,62.3,58.7,69.7,73.3,62.3,80.7,66.0,80.7,99.0,106.0,117.0,62.3,66.0,66.0,69.7,77.0,84.3,128.0,304.0,183.0,488.0,458.0,4330.0,6350.0,7690.0,7060.0,7530.0,8180.0,7870.0,6430.0,6780.0,6890.0,9400.0,6990.0,7700.0,7310.0,6030.0,5650.0,5730.0,5690.0
54,Eritrea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,7.33,3.67,11.0,14.7,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707.0,791.0,861.0,768.0,586.0,616.0,605.0,627.0,601.0,711.0,766.0,762.0,545.0,560.0,402.0,497.0,497.0,561.0,619.0,628.0,680.0,671.0,689.0,722.0,741.0
55,Estonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,29.3,22.0,22.0,14.7,14.7,14.7,18.3,25.7,33.0,40.3,36.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10100.0,10500.0,10800.0,11400.0,12200.0,13000.0,13700.0,14500.0,15200.0,15600.0,16300.0,17100.0,18200.0,19100.0,20000.0,20700.0,21800.0,22700.0,23400.0,24200.0,24400.0,25400.0,24900.0,25400.0,25800.0,26000.0,28000.0,28100.0,27900.0,28700.0,28100.0,37100.0,34100.0,24500.0,19100.0,19900.0,18200.0,18900.0,18500.0,16900.0,15700.0,15400.0,15700.0,15200.0,17100.0,17300.0,17100.0,16400.0,20100.0,17900.0,14600.0,19000.0,19100.0,18000.0,19700.0,18900.0,15900.0,17500.0,18700.0,19600.0
56,Eswatini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,33.0,3.67,0.0,0.0,11.0,80.7,202.0,227.0,279.0,304.0,367.0,400.0,381.0,370.0,312.0,337.0,334.0,341.0,440.0,447.0,466.0,436.0,436.0,271.0,334.0,440.0,458.0,436.0,436.0,436.0,964.0,876.0,836.0,711.0,1080.0,1060.0,961.0,1200.0,1210.0,1240.0,1190.0,1150.0,1130.0,1050.0,1040.0,1030.0,1030.0,1080.0,1110.0,1070.0,1060.0,1070.0,1240.0,1530.0,902.0,983.0,1160.0,1210.0,1200.0
57,Ethiopia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,3.67,3.67,88.0,62.3,99.0,183.0,271.0,227.0,242.0,323.0,319.0,337.0,352.0,341.0,396.0,422.0,407.0,645.0,825.0,1070.0,1730.0,1670.0,1650.0,1850.0,1410.0,1750.0,1740.0,1210.0,1180.0,1050.0,1370.0,1850.0,1820.0,1860.0,1480.0,1840.0,1650.0,1800.0,2200.0,2560.0,2640.0,2800.0,2990.0,2960.0,2940.0,3000.0,2200.0,2510.0,2800.0,2980.0,3150.0,3100.0,3470.0,4270.0,4430.0,4880.0,5160.0,4960.0,5320.0,5840.0,6420.0,6480.0,6340.0,6890.0,8110.0,9920.0,11800.0,12900.0,13900.0,14600.0,14900.0
58,Fiji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,132.0,158.0,169.0,158.0,172.0,194.0,165.0,176.0,198.0,194.0,169.0,231.0,242.0,425.0,345.0,323.0,356.0,396.0,432.0,520.0,550.0,579.0,630.0,671.0,623.0,483.0,765.0,710.0,837.0,793.0,1080.0,836.0,710.0,578.0,573.0,599.0,472.0,550.0,626.0,807.0,664.0,741.0,744.0,739.0,755.0,814.0,783.0,762.0,776.0,834.0,1050.0,880.0,1040.0,1340.0,1080.0,1200.0,1140.0,878.0,779.0,1200.0,1070.0,1040.0,1320.0,1620.0,2130.0,2020.0,2070.0,2130.0
59,Finland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.7,73.3,73.3,77.0,47.7,62.3,69.7,62.3,88.0,69.7,91.7,114.0,91.7,88.0,125.0,84.3,95.3,114.0,128.0,77.0,99.0,99.0,121.0,117.0,143.0,220.0,128.0,128.0,121.0,161.0,209.0,220.0,194.0,194.0,220.0,235.0,297.0,517.0,488.0,737.0,601.0,422.0,400.0,513.0,528.0,587.0,616.0,887.0,1410.0,1280.0,1060.0,1320.0,1490.0,1660.0,689.0,106.0,180.0,121.0,73.3,238.0,275.0,282.0,711.0,1480.0,1750.0,1710.0,1600.0,2850.0,3130.0,3360.0,2650.0,3010.0,3030.0,3230.0,3960.0,3520.0,4970.0,6790.0,5700.0,4880.0,2320.0,3250.0,2810.0,3950.0,2730.0,642.0,3290.0,5460.0,8470.0,4940.0,6550.0,7990.0,8670.0,7580.0,9160.0,10900.0,12200.0,12300.0,10600.0,13600.0,15100.0,14900.0,16800.0,19400.0,22800.0,25300.0,29500.0,28600.0,33300.0,37900.0,40400.0,40600.0,44100.0,49400.0,46600.0,46100.0,51200.0,50200.0,51900.0,54300.0,58200.0,51400.0,43000.0,41500.0,42200.0,49600.0,53300.0,57600.0,52100.0,52500.0,57000.0,55300.0,54300.0,56400.0,61800.0,58200.0,64100.0,62800.0,59400.0,58900.0,57100.0,62600.0,65100.0,72700.0,69000.0,57100.0,68400.0,66800.0,58700.0,56000.0,64100.0,56600.0,51300.0,51800.0,47700.0,44200.0,47300.0,44700.0,47000.0
